id,frequency,frequency_short,last_updated,notes,observation_end,observation_start,popularity,realtime_end,realtime_start,seasonal_adjustment,seasonal_adjustment_short,title,units,units_short
CORCCT100N,Quarterly,Q,2018-08-24 13:11:04-05,"Charge-off rates are annualized, net of recoveries. The 100 largest banks are measured by consolidated foreign and domestic assets.",2018-04-01,1985-01-01,24,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,"Charge-Off Rate on Credit Card Loans, Top 100 Banks Ranked by Assets",Percent,%
CORCCOBS,Quarterly,Q,2018-08-24 13:11:08-05,"Charge-off rates are annualized, net of recoveries. The 100 largest banks are measured by consolidated foreign and domestic assets.",2018-04-01,1985-01-01,23,2018-09-28,2018-09-28,Seasonally Adjusted,SA,"Charge-Off Rate on Credit Card Loans, Banks Not Among the 100 Largest in Size (By Assets)",Percent,%
TMBACBW027SBOG,"Weekly, Ending Wednesday",W,2018-09-28 15:51:04-05,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/.",2018-09-19,2009-07-01,42,2018-09-28,2018-09-28,Seasonally Adjusted,SA,"Treasury and Agency Securities: Mortgage-Backed Securities (MBS), All Commercial Banks",Billions of U.S. Dollars,Bil. of U.S. $
USGSEC,Monthly,M,2018-09-28 15:51:05-05,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/.",2018-08-01,1947-01-01,39,2018-09-28,2018-09-28,Seasonally Adjusted,SA,Treasury and Agency Securities at All Commercial Banks,Billions of U.S. Dollars,Bil. of U.S. $
INVEST,Monthly,M,2018-09-28 15:51:07-05,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/.",2018-08-01,1947-01-01,25,2018-09-28,2018-09-28,Seasonally Adjusted,SA,Securities in Bank Credit at All Commercial Banks,Billions of U.S. Dollars,Bil. of U.S. $
TMBACBW027NBOG,"Weekly, Ending Wednesday",W,2018-09-28 15:51:08-05,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/.",2018-09-19,2009-07-01,20,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,"Treasury and Agency Securities: Mortgage-Backed Securities (MBS), All Commercial Banks",Billions of U.S. Dollars,Bil. of U.S. $
OTHSEC,Monthly,M,2018-09-28 15:51:09-05,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/.",2018-08-01,1947-01-01,12,2018-09-28,2018-09-28,Seasonally Adjusted,SA,Other Securities at All Commercial Banks,Billions of U.S. Dollars,Bil. of U.S. $
SBCACBW027SBOG,"Weekly, Ending Wednesday",W,2018-09-28 15:51:18-05,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/.",2018-09-19,1973-01-03,12,2018-09-28,2018-09-28,Seasonally Adjusted,SA,"Securities in Bank Credit, All Commercial Banks",Billions of U.S. Dollars,Bil. of U.S. $
OMBACBW027SBOG,"Weekly, Ending Wednesday",W,2018-09-28 15:52:16-05,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/.",2018-09-19,2009-07-01,11,2018-09-28,2018-09-28,Seasonally Adjusted,SA,"Other Securities: Mortgage-Backed Securities, All Commercial Banks",Billions of U.S. Dollars,Bil. of U.S. $
TNMACBW027SBOG,"Weekly, Ending Wednesday",W,2018-09-28 15:51:17-05,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/.",2018-09-19,2009-07-01,10,2018-09-28,2018-09-28,Seasonally Adjusted,SA,"Treasury and Agency Securities: Non-Mortgage-Backed Securities (Non-MBS), All Commercial Banks",Billions of U.S. Dollars,Bil. of U.S. $
TASACBW027SBOG,"Weekly, Ending Wednesday",W,2018-09-28 15:51:15-05,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/.",2018-09-19,1973-01-03,8,2018-09-28,2018-09-28,Seasonally Adjusted,SA,"Treasury and Agency Securities, All Commercial Banks",Billions of U.S. Dollars,Bil. of U.S. $
TMBFRIM027SBOG,Monthly,M,2018-09-21 15:51:42-05,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/.",2018-08-01,2009-07-01,8,2018-09-28,2018-09-28,Seasonally Adjusted,SA,"Treasury and Agency Securities: Mortgage-Backed Securities (MBS), Foreign-Related Institutions",Billions of U.S. Dollars,Bil. of U.S. $
DRTSCILM,"Quarterly, End of Period",Q,2018-08-06 15:11:02-05,"For further information, please refer to the Board of Governors of the Federal Reserve System's Senior Loan Officer Opinion Survey on Bank Lending Practices release, online at http://www.federalreserve.gov/boarddocs/SnLoanSurvey/.",2018-07-01,1990-04-01,64,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,Net Percentage of Domestic Banks Tightening Standards for Commercial and Industrial Loans to Large and Middle-Market Firms,Percent,%
DRTSCLCC,"Quarterly, End of Period",Q,2018-08-06 15:11:02-05,"For further information, please refer to the Board of Governors of the Federal Reserve System's Senior Loan Officer Opinion Survey on Bank Lending Practices release, online at http://www.federalreserve.gov/boarddocs/SnLoanSurvey/.",2018-07-01,1996-01-01,47,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,"Net Percentage of Domestic Banks Tightening Standards on Consumer Loans, Credit Cards",Percent,%
DRTSSP,"Quarterly, End of Period",Q,2018-08-06 15:11:02-05,"For further information, please refer to the Board of Governors of the Federal Reserve System's Senior Loan Officer Opinion Survey on Bank Lending Practices release, online at http://www.federalreserve.gov/boarddocs/SnLoanSurvey/.",2018-07-01,2007-04-01,44,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,Net Percentage of Domestic Banks Tightening Standards for Subprime Mortgage Loans,Percent,%
DRTSCIS,"Quarterly, End of Period",Q,2018-08-06 15:11:02-05,"For further information, please refer to the Board of Governors of the Federal Reserve System's Senior Loan Officer Opinion Survey on Bank Lending Practices release, online at http://www.federalreserve.gov/boarddocs/SnLoanSurvey/.",2018-07-01,1990-04-01,43,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,Net Percentage of Domestic Banks Tightening Standards for Commercial and Industrial Loans to Small Firms,Percent,%
STDSAUTO,Quarterly,Q,2018-08-06 15:11:02-05,"For further information, please refer to the Board of Governors of the Federal Reserve System's Senior Loan Officer Opinion Survey on Bank Lending Practices release, online at http://www.federalreserve.gov/boarddocs/SnLoanSurvey/.",2018-07-01,2011-04-01,42,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,Net Percentage of Domestic Banks Tightening Standards for Auto Loans,Percent,%
DRSDSP,"Quarterly, End of Period",Q,2018-08-06 15:11:02-05,"For further information, please refer to the Board of Governors of the Federal Reserve System's Senior Loan Officer Opinion Survey on Bank Lending Practices release, online at http://www.federalreserve.gov/boarddocs/SnLoanSurvey/.",2018-07-01,2007-04-01,37,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,Net Percentage of Domestic Banks Reporting Stronger Demand for Subprime Mortgage Loans,Percent,%
DRSDCILM,"Quarterly, End of Period",Q,2018-08-06 15:11:02-05,"For further information, please refer to the Board of Governors of the Federal Reserve System's Senior Loan Officer Opinion Survey on Bank Lending Practices release, online at http://www.federalreserve.gov/boarddocs/SnLoanSurvey/.",2018-07-01,1991-10-01,31,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,Net Percentage of Domestic Banks Reporting Stronger Demand for Commercial and Industrial Loans from Large and Middle-Market Firms,Percent,%
SUBLPDRCSC,"Quarterly, End of Period",Q,2018-08-06 15:11:02-05,"For further information, please refer to the Board of Governors of the Federal Reserve System's Senior Loan Officer Opinion Survey on Bank Lending Practices release, online at http://www.federalreserve.gov/boarddocs/SnLoanSurvey/.",2018-07-01,2013-10-01,31,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,Net Percentage of Domestic Banks Tightening Standards for Commercial Real Estate Loans with Construction and Land Development Purposes,Percent,%
SUBLPDRCSM,"Quarterly, End of Period",Q,2018-08-06 15:11:02-05,"For further information, please refer to the Board of Governors of the Federal Reserve System's Senior Loan Officer Opinion Survey on Bank Lending Practices release, online at http://www.federalreserve.gov/boarddocs/SnLoanSurvey/.",2018-07-01,2013-10-01,28,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,Net Percentage of Domestic Banks Tightening Standards for Commercial Real Estate Loans Secured by Multifamily Residential Structures,Percent,%
DEMAUTO,Quarterly,Q,2018-08-06 15:11:02-05,"For further information, please refer to the Board of Governors of the Federal Reserve System's Senior Loan Officer Opinion Survey on Bank Lending Practices release, online at http://www.federalreserve.gov/boarddocs/SnLoanSurvey/.",2018-07-01,2011-04-01,28,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,Net Percentage of Domestic Banks Reporting Stronger Demand for Auto Loans,Percent,%
COMPOUT,"Weekly, Ending Wednesday",W,2018-09-27 09:11:02-05,"For more information, please refer to http://www.federalreserve.gov/releases/cp/about.htm",2018-09-26,2001-01-03,51,2018-09-28,2018-09-28,Seasonally Adjusted,SA,Commercial Paper Outstanding,Billions of Dollars,Bil. of $
ABCOMP,"Weekly, Ending Wednesday",W,2018-09-27 09:11:02-05,"For more information, please refer to http://www.federalreserve.gov/releases/cp/about.htm",2018-09-26,2001-01-03,44,2018-09-28,2018-09-28,Seasonally Adjusted,SA,Asset-backed Commercial Paper Outstanding,Billions of Dollars,Bil. of $
COMPAPER,"Weekly, Ending Wednesday",W,2018-09-27 09:11:02-05,"Current data appear at http://www.federalreserve.gov/releases/cp/outstandings.htm. On April 10, 2006, the Federal Reserve Board made changes to its commercial paper outstanding calculations. Nonfinancial outstanding is the sum of domestic, foreign, and other (unknown) nonfinancial outstanding. Other (unknown) nonfinancial outstanding is defined as nonfinancial outstanding commercial paper by issuers for which no domicile could be determined. For more information, please refer to http://www.federalreserve.gov/releases/cp/about.htm",2018-09-26,2001-01-03,35,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,Commercial Paper of Nonfinancial Companies,Billions of Dollars,Bil. of $
COMPUTN,"Weekly, Ending Wednesday",W,2018-09-27 09:11:02-05,"For more information, please refer to http://www.federalreserve.gov/releases/cp/about.htm",2018-09-26,2001-01-03,25,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,Commercial Paper Outstanding,Billions of Dollars,Bil. of $
MKT59MKTAMT,Daily,D,2018-09-28 09:11:06-05,"For more information, please see http://www.federalreserve.gov/releases/cp/about.htm.",2018-09-27,2001-01-02,24,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,Total Value of Issuers of Commercial Paper with a Maturity Between 5 and 9 Days,Millions of Dollars,Mil. of $
AB2140AAVOL,Daily,D,2018-09-28 09:11:08-05,"For more information, please see http://www.federalreserve.gov/releases/cp/about.htm.",2018-09-27,2001-01-02,24,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,"Number of Issues, with a Maturity Between 21 and 40 Days, Used in Calculating the AA Asset-Backed Commercial Paper Rates",Number,Number
FIN4180AAAMT,Daily,D,2018-09-28 09:11:07-05,"For more information, please see http://www.federalreserve.gov/releases/cp/about.htm.",2018-09-27,2001-01-02,22,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,"Total Value of Issues, with a Maturity Between 41 and 80 Days, Used in Calculating the AA Financial Commercial Paper Rates",Millions of Dollars,Mil. of $
DTBSPCKFM,Monthly,M,2018-09-04 09:11:02-05,"For more information, please see http://www.federalreserve.gov/releases/cp/about.htm.",2018-08-01,2001-01-01,21,2018-09-28,2018-09-28,Seasonally Adjusted,SA,Financial Commercial Paper Outstanding,Millions of Dollars,Mil. of $
DTBSPCKM,Monthly,M,2018-09-04 09:11:01-05,"For more information, please see http://www.federalreserve.gov/releases/cp/about.htm.",2018-08-01,2001-01-01,16,2018-09-28,2018-09-28,Seasonally Adjusted,SA,Commercial Paper Outstanding,Millions of Dollars,Mil. of $
NFINCP,"Weekly, Ending Wednesday",W,2018-09-27 09:11:02-05,"For more information, please refer to http://www.federalreserve.gov/releases/cp/about.htm",2018-09-26,2001-01-03,15,2018-09-28,2018-09-28,Seasonally Adjusted,SA,Commercial Paper of Nonfinancial Companies,Billions of Dollars,Bil. of $
EVBXDBNQ,"Quarterly, 2nd Month's 1st Full Week",Q,2017-08-04 15:51:27-05,"For further information, please refer to the Board of Governors of the Federal Reserve System's E.2 release, online at http://www.federalreserve.gov/releases/e2/about.htm or in the footnotes of the E.2, Survey of Terms of Business Lending Release. These data are collected during the middle month of each quarter and are released in the middle of the succeeding month.",2017-04-01,2012-07-01,14,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,"Total Value of Loans Backed by Small Business Administration (SBA), Domestic Banks (DISCONTINUED)",Millions of Dollars,Mil. of $
EEBXSSNQ,"Quarterly, 2nd Month's 1st Full Week",Q,2017-08-04 15:51:27-05,"For further information, please refer to the Board of Governors of the Federal Reserve System's E.2 release, online at http://www.federalreserve.gov/releases/e2/about.htm or in the footnotes of the E.2, Survey of Terms of Business Lending Release. These data are collected during the middle month of each quarter and are released in the middle of the succeeding month.",2017-04-01,2012-07-01,8,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,Weighted-Average Effective Loan Rate for Small Business Administration (SBA) for Small Domestic Banks (DISCONTINUED),Percent,%
EVBNQ,"Quarterly, 2nd Month's 1st Full Week",Q,2017-08-04 15:51:32-05,"For further information, please refer to the Board of Governors of the Federal Reserve System's E.2 release, online at http://www.federalreserve.gov/releases/e2/about.htm or in the footnotes of the E.2, Survey of Terms of Business Lending Release. These data are collected during the middle month of each quarter and are released in the middle of the succeeding month.",2017-04-01,2012-07-01,3,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,"Total Value of Loans Backed by Small Business Administration (SBA), All Commercial Banks (DISCONTINUED)",Millions of Dollars,Mil. of $
ERBXSSNQ,"Quarterly, 2nd Month's 1st Full Week",Q,2017-08-04 16:03:43-05,"For further information, please refer to the Board of Governors of the Federal Reserve System's E.2 release, online at http://www.federalreserve.gov/releases/e2/about.htm or in the footnotes of the E.2, Survey of Terms of Business Lending Release. These data are collected during the middle month of each quarter and are released in the middle of the succeeding month.",2017-04-01,2012-07-01,2,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,"Weighted-Average Risk Rating for Loans Backed by Small Business Administration (SBA), Large Domestic Banks (DISCONTINUED)",Risk Rating,Risk Rating
EABNQ,"Quarterly, 2nd Month's 1st Full Week",Q,2017-08-04 15:51:30-05,"For further information, please refer to the Board of Governors of the Federal Reserve System's E.2 release, online at http://www.federalreserve.gov/releases/e2/about.htm or in the footnotes of the E.2, Survey of Terms of Business Lending Release. These data are collected during the middle month of each quarter and are released in the middle of the succeeding month.",2017-04-01,2012-07-01,2,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,"Average Loan Size of Loans Backed by Small Business Administration (SBA), All Commercial Banks (DISCONTINUED)",Thousands of Dollars,Thous. of $
EEBXDBNQ,"Quarterly, 2nd Month's 1st Full Week",Q,2017-08-04 15:51:32-05,"For further information, please refer to the Board of Governors of the Federal Reserve System's E.2 release, online at http://www.federalreserve.gov/releases/e2/about.htm or in the footnotes of the E.2, Survey of Terms of Business Lending Release. These data are collected during the middle month of each quarter and are released in the middle of the succeeding month.",2017-04-01,2012-07-01,2,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,Weighted-Average Effective Loan Rate for Small Business Administration (SBA) for Domestic Banks (DISCONTINUED),Percent,%
EB1T99XSSNQ,"Quarterly, 2nd Month's 1st Full Week",Q,2017-08-04 16:16:29-05,"For further information, please refer to the Board of Governors of the Federal Reserve System's E.2 release, online at http://www.federalreserve.gov/releases/e2/about.htm or in the footnotes of the E.2, Survey of Terms of Business Lending Release. These data are collected during the middle month of each quarter and are released in the middle of the succeeding month.",2017-04-01,2012-07-01,1,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,"Percent of Value of Loans Small Business Administration (SBA) Backed by Size of Loan: ($ Thousands) $10 to $99, Small Domestic Banks (DISCONTINUED)",Percent,%
EVBXFBNQ,"Quarterly, 2nd Month's 1st Full Week",Q,2014-01-10 15:11:02-06,"For further information, please refer to the Board of Governors of the Federal Reserve System's E.2 release, online at http://www.federalreserve.gov/releases/e2/about.htm or in the footnotes of the E.2, Survey of Terms of Business Lending Release. These data are collected during the middle month of each quarter and are released in the middle of the succeeding month.",2013-01-01,2013-01-01,1,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,"Total Value of Loans Backed by Small Business Administration (SBA), U.S. Branches and Agencies of Foreign Banks (DISCONTINUED)",Millions of Dollars,Mil. of $
EIBNQ,"Quarterly, 2nd Month's 1st Full Week",Q,2017-08-04 16:14:29-05,"For further information, please refer to the Board of Governors of the Federal Reserve System's E.2 release, online at http://www.federalreserve.gov/releases/e2/about.htm or in the footnotes of the E.2, Survey of Terms of Business Lending Release. These data are collected during the middle month of each quarter and are released in the middle of the succeeding month.",2017-04-01,2012-07-01,1,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,Weighted-Average Maturity for Backed by Small Business Administration (SBA) for All Commercial Banks (DISCONTINUED),Days,Days
EBTP91T365DXDBNQ,"Quarterly, 2nd Month's 1st Full Week",Q,2017-08-04 16:14:44-05,"For further information, please refer to the Board of Governors of the Federal Reserve System's E.2 release, online at http://www.federalreserve.gov/releases/e2/about.htm or in the footnotes of the E.2, Survey of Terms of Business Lending Release. These data are collected during the middle month of each quarter and are released in the middle of the succeeding month.",2017-04-01,2012-07-01,1,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,"Percent of Value of Loans, Small Business Administration (SBA) Backed, by Time that Pricing Terms Were Set and by Commitment, 91 to 365 Days Before Survey Week, Domestic Banks (DISCONTINUED)",Percent,%
ER1T99XDBNQ,"Quarterly, 2nd Month's 1st Full Week",Q,2017-08-04 15:51:30-05,"For further information, please refer to the Board of Governors of the Federal Reserve System's E.2 release, online at http://www.federalreserve.gov/releases/e2/about.htm or in the footnotes of the E.2, Survey of Terms of Business Lending Release. These data are collected during the middle month of each quarter and are released in the middle of the succeeding month.",2017-04-01,1997-04-01,15,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,"Weighted-Average Risk Rating by Size of Loan ($ thousands): $10 to $99, Domestic Banks (DISCONTINUED)",Risk Rating,Risk Rating
